Position in x [m],Voltage [V]
-0.0652711,3.8082
-0.0652623,3.88097
-0.065255,3.87579
-0.0652472,3.82261
-0.0652395,3.82261
-0.0652319,3.75958
-0.0652243,3.63589
-0.0652162,3.56019
-0.0652077,3.48029
-0.0651997,3.41726
-0.0651904,3.38463
-0.0651804,3.36812
-0.0651712,3.39406
-0.065162,3.42763
-0.065153,3.41963
-0.0651442,3.43491
-0.0651363,3.41207
-0.0651282,3.5202
-0.0651196,3.63344
-0.0651118,3.59959
-0.0651041,3.51141
-0.0650947,3.5725
-0.0650858,3.67335
-0.0650761,3.69295
-0.0650662,3.66832
-0.0650562,3.64302
-0.0650455,3.66507
-0.0650351,3.67869
-0.0650252,3.62876
-0.0650154,3.56688
-0.0650058,3.53525
-0.0649955,3.53734
-0.0649838,3.5944
-0.0649701,3.77348
-0.0649582,3.95228
-0.0649472,3.97224
-0.0649373,3.97173
-0.0649287,3.96381
-0.0649202,3.85164
-0.0649111,3.72846
-0.0649018,3.65145
-0.0648918,3.60117
-0.0648822,3.57999
-0.064872,3.58533
-0.064862,3.56134
-0.0648524,3.57092
-0.0648427,3.59167
-0.0648326,3.59959
-0.0648214,3.60996
-0.0648105,3.70851
-0.0647993,3.76037
-0.064788,3.79395
-0.0647771,3.89523
-0.0647659,3.90041
-0.0647541,3.83299
-0.0647435,3.79228
-0.0647338,3.75
-0.0647242,3.66183
-0.0647147,3.60917
-0.0647049,3.58402
-0.0646949,3.56688
-0.0646843,3.55809
-0.0646723,3.63071
-0.0646602,3.73365
-0.064649,3.80187
-0.0646388,3.81612
-0.0646291,3.75
-0.0646198,3.73935
-0.0646105,3.68891
-0.0646009,3.64951
-0.0645909,3.60268
-0.0645814,3.53734
-0.064571,3.48029
-0.0645612,3.42518
-0.0645513,3.39861
-0.0645414,3.39291
-0.064532,3.40134
-0.0645211,3.47186
-0.0645082,3.70332
-0.0644961,3.63459
-0.064486,3.58806
-0.0644766,3.60074
-0.0644675,3.51905
-0.0644576,3.46228
-0.0644477,3.46149
-0.0644377,3.42324
-0.0644283,3.39327
-0.0644186,3.33182
-0.0644081,3.28284
-0.0643982,3.24091
-0.0643882,3.21577
-0.0643791,3.19423
-0.06437,3.19827
-0.0643613,3.23767
