Position in z [a.u.],Voltage [V]
0.0283481,0.10813
0.0283481,0.114108
0.0283481,0.108921
0.0283481,0.108921
0.0283488,0.109712
0.0283488,0.108921
0.0283497,0.108921
0.0283505,0.114108
0.0283505,0.109712
0.0283505,0.108921
0.0283505,0.10813
0.0283505,0.103734
0.0283512,0.112166
0.0283512,0.111222
0.0283512,0.108921
0.0283512,0.108921
0.0283516,0.101002
0.0283529,0.108921
0.0283529,0.107771
0.0283529,0.111376
0.0283541,0.10813
0.0283541,0.104525
0.0283541,0.107771
0.0283545,0.110225
0.0283552,0.110863
0.0283552,0.108921
0.0283552,0.108921
0.028356,0.107771
0.028356,0.112166
0.0283564,0.108921
0.0283572,0.108921
0.0283576,0.110225
0.0283584,0.114108
0.0283584,0.114108
0.0283588,0.113317
0.0283596,0.10698
0.02836,0.108921
0.0283608,0.106189
0.0283612,0.112957
0.028362,0.110863
0.0283624,0.114108
0.0283636,0.111653
0.0283644,0.119295
0.0283656,0.119295
0.0283668,0.112013
0.0283676,0.108921
0.0283683,0.108921
0.0283695,0.113317
0.02837,0.107771
0.0283707,0.104525
0.0283707,0.110072
0.0283715,0.108921
0.0283723,0.108921
0.0283731,0.116562
0.0283731,0.112957
0.0283739,0.114108
0.0283739,0.111376
0.0283747,0.112957
0.0283747,0.109712
0.0283747,0.114108
0.0283759,0.112166
0.0283759,0.108921
0.0283759,0.114108
0.0283763,0.104885
0.0283771,0.108921
0.0283766,0.110863
0.0283766,0.119295
0.0283766,0.115412
0.0283766,0.11684
0.0283766,0.118504
0.0283766,0.117713
0.0283771,0.119295
0.0283766,0.112957
0.0283766,0.114108
0.0283778,0.118144
0.0283778,0.121596
0.0283778,0.108921
0.0283778,0.108921
0.0283778,0.114108
0.0283778,0.114108
0.0283778,0.115259
0.0283778,0.119295
0.0283778,0.118144
0.0283778,0.119295
0.0283778,0.115412
0.0283786,0.114108
0.0283794,0.114108
0.0283802,0.114108
0.028381,0.120598
0.0283818,0.114108
0.028383,0.111222
0.0283842,0.123177
0.0283849,0.123331
0.0283849,0.128877
0.0283857,0.130972
0.0283857,0.129668
0.0283857,0.136005
0.0283873,0.144078
0.0283873,0.146019
0.0283873,0.146379
0.0283881,0.149264
0.0283881,0.150415
0.0283881,0.164393
0.0283881,0.171162
0.0283893,0.180385
0.0283897,0.181535
0.0283905,0.180744
0.0283905,0.184781
0.0283917,0.190605
0.0283921,0.197095
0.0283929,0.205527
0.0283937,0.207469
0.0283937,0.217842
0.0283944,0.226634
0.0283944,0.235344
0.0283949,0.242985
0.0283956,0.248963
0.0283961,0.255453
0.0283961,0.252999
0.0283968,0.247381
0.0283968,0.238589
0.0283976,0.238589
0.028398,0.233402
0.028398,0.231461
0.0283992,0.227065
0.0283992,0.220575
0.0283992,0.217842
0.0283992,0.20862
0.0284,0.202282
0.0284,0.200341
0.0284,0.205014
0.0284004,0.20941
0.0284012,0.368257
0.0284012,0.827934
0.0284016,1.15858
0.0284016,1.45228
0.0284024,1.7168
0.0284024,1.9917
0.0284028,1.93465
0.0284036,2.00207
0.0284036,2.0914
0.0284036,2.27567
0.028404,2.47407
0.0284048,2.7749
0.0284048,2.94606
0.0284048,3.11124
0.0284048,2.85139
0.0284048,2.55786
0.0284048,1.98054
0.0284056,1.76867
0.0284056,1.67143
0.0284056,1.639
0.0284056,1.63382
0.028406,1.56041
0.028406,1.46784
0.0284068,1.48938
0.0284068,1.58944
0.0284072,1.73237
0.0284072,1.81693
0.0284079,1.82494
0.0284079,1.87241
0.0284084,1.67012
0.0284092,1.38161
0.0284092,1.18776
0.0284092,1.05809
0.0284096,1.01466
0.0284096,1.19374
0.0284103,1.39732
0.0284103,1.4056
0.0284103,1.40157
0.0284111,1.46784
0.0284111,1.57676
0.0284115,1.56639
0.0284115,1.67531
0.0284115,1.71522
0.0284123,1.71292
0.0284123,1.67531
0.0284127,1.57388
0.0284127,1.86124
0.0284135,2.08779
0.0284135,2.17842
0.0284139,1.99689
0.0284147,1.79979
0.0284147,1.67531
0.0284147,1.64629
0.0284147,1.66933
0.0284159,1.65456
0.0284159,1.74793
0.0284159,1.95979
0.0284163,2.15328
0.0284163,2.26141
0.0284171,2.33597
0.0284171,2.32365
0.0284171,2.26608
0.0284179,2.21992
0.0284179,2.07988
0.0284183,2.02361
0.0284191,2.14212
0.0284195,2.16286
0.0284195,2.11373
0.0284203,1.96462
0.0284203,1.7714
0.0284203,1.64823
0.028421,1.52086
0.0284215,1.44955
0.0284219,1.49457
0.0284219,1.48859
0.0284227,1.4646
0.0284227,1.43154
0.0284227,1.3474
0.0284227,1.28385
0.0284234,1.16262
0.0284234,1.0944
0.0284251,0.988209
0.0284251,0.912863
0.0284258,0.825993
0.0284258,0.743283
0.0284266,0.681402
0.0284266,0.61722
0.0284266,0.580122
0.0284266,0.554979
0.0284266,0.54021
0.0284274,0.529046
0.028427,0.512182
0.028427,0.496621
0.028427,0.490797
0.0284282,0.477969
0.0284282,0.466805
0.0284278,0.452036
0.0284278,0.451245
0.0284278,0.451245
0.0284278,0.451245
0.0284282,0.455128
0.0284278,0.444907
0.0284282,0.442966
0.0284282,0.441662
0.0284282,0.440871
0.0284282,0.450454
0.0284282,0.452395
0.0284282,0.456432
0.0284282,0.461618
0.0284282,0.465501
0.0284282,0.470688
0.0284282,0.467596
0.0284282,0.472783
0.028429,0.477178
0.028429,0.483516
0.0284298,0.497925
0.0284306,0.492739
0.0284306,0.477969
0.0284314,0.497925
0.0284314,0.497925
0.0284322,0.481574
0.028433,0.469537
0.0284338,0.482365
0.0284338,0.477178
0.0284345,0.470688
0.0284362,0.446058
0.0284369,0.472783
0.0284369,0.522277
0.0284377,0.59259
0.0284377,0.622407
0.0284377,0.672332
0.0284377,0.70294
0.0284385,0.72499
0.0284385,0.757539
0.0284389,0.762448
0.0284389,0.708639
0.0284393,0.625652
0.0284401,0.554188
0.0284401,0.476028
